Rank,Player,High School,Position,Height / Weight,Rating,Year,Star,Height,Weight
31,Malik Williams,,C,7-0 / 200,98,2017,5.0,7-0,200
32,Paul Scruggs,,PG,6-4 / 200,98,2017,5.0,6-4,200
33,Quade Green,,PG,6-1 / 177,97,2017,4.0,6-1,177
34,John Petty,,SG,6-5 / 180,97,2017,4.0,6-5,180
35,M.J. Walker,,SG,6-5 / 205,97,2017,4.0,6-5,205
36,Jericho Sims,,PF,6-8 / 190,97,2017,4.0,6-8,190
37,Nickeil Alexander-Walker,,SG,6-5 / 175,97,2017,4.0,6-5,175
38,Jalek Felton,,CG,6-2 / 175,97,2017,4.0,6-2,175
39,Chaundee Brown,,SG,6-5 / 195,97,2017,4.0,6-5,195
40,Jermaine Samuels,,SF,6-6 / 190,97,2017,4.0,6-6,190
41,Ira Lee,,C,6-8 / 210,97,2017,4.0,6-8,210
42,Jeremiah Tilmon,,PF,6-10.5 / 258,97,2017,4.0,6-10.5,258
43,Silvio De Sousa,,PF,6-9 / 242,97,2017,4.0,6-9,242
44,Makai Ashton-Langford,,PG,6-1 / 180,96,2017,4.0,6-1,180
45,Daniel Gafford,,PF,6-9 / 217,96,2017,4.0,6-9,217
46,Jordan Goodwin,,SG,6-3 / 200,96,2017,4.0,6-3,200
47,Lindell Wigginton,,PG,6-1 / 175,96,2017,4.0,6-1,175
48,Oscar da Silva,,PF,6-10 / 225,96,2017,4.0,6-10,225
49,Jordan Nwora,,SF,6-8 / 220,96,2017,4.0,6-8,220
50,DJ Harvey,,SF,6-6 / 185,96,2017,4.0,6-6,185
51,Marcus Garrett,,CG,6-6 / 180,96,2017,4.0,6-6,180
52,Oshae Brissett,,SF,6-6 / 190,95,2017,4.0,6-6,190
53,Savion Flagg,,SF,6-6 / 190,95,2017,4.0,6-6,190
54,Tremont Waters,,PG,5-11 / 160,95,2017,4.0,5-11,160
55,Jordan Tucker,,SF,6-7 / 205,95,2017,4.0,6-7,205
56,Nate Reuvers,,PF,6-9 / 210,95,2017,4.0,6-9,210
57,Rayshaun Hammonds,,PF,6-7 / 190,95,2017,4.0,6-7,190
58,Daejon Davis,,CG,6-3 / 170,95,2017,4.0,6-3,170
59,Nojel Eastern,,SF,6-6 / 210,95,2017,4.0,6-6,210
60,Chuma Okeke,,SF,6-7 / 225,95,2017,4.0,6-7,225
61,Kimani Lawrence,,SF,6-7 / 200,95,2017,4.0,6-7,200
62,Hameir Wright,,SF,6-7 / 203,95,2017,4.0,6-7,203
63,Yves Pons,,SF,6-6 / 217,94,2017,4.0,6-6,217
64,KZ Okpala,,SF,6-6 / 180,94,2017,4.0,6-6,180
65,Isaiah Washington,,PG,6-0 / 162,94,2017,4.0,6-0,162
66,Chris Lykes,,PG,5-7 / 150,94,2017,4.0,5-7,150
67,Matt Coleman,,PG,6-1 / 174,94,2017,4.0,6-1,174
68,Musa Jallow,,SF,6-5 / 200,94,2017,4.0,6-5,200
69,Kellan Grady,,PG,6-4 / 178,94,2017,4.0,6-4,178
70,Josh Anderson,,SG,6-4 / 174,94,2017,4.0,6-4,174
71,Bruno Fernando,,C,6-10 / 225,94,2017,4.0,6-10,225
72,Marek Dolezaj,,SF,6-9 / 195,94,2017,4.0,6-9,195
73,Jalen Hill,,PF,6-8 / 200,94,2017,4.0,6-8,200
74,Cody Riley,,PF,6-7 / 200,94,2017,4.0,6-7,200
75,Davion Mitchell,,PG,6-1 / 185,94,2017,4.0,6-1,185
76,Jaylen Nowell,,SG,6-4 / 175,94,2017,4.0,6-4,175
77,Naji Marshall,,SF,6-6 / 185,94,2017,4.0,6-6,185
78,Race Thompson,,PF,6-8 / 200,93,2017,3.0,6-8,200
79,Darius Perry,,PG,6-2 / 170,93,2017,3.0,6-2,170
80,Justin Smith,,PF,6-7 / 210,93,2017,3.0,6-7,210
81,Alex Reese,,PF,6-9 / 225,93,2017,3.0,6-9,225
82,LJ Figueroa,,SG,6-5 / 180,93,2017,3.0,6-5,180
83,Ike Obiagu,,C,7-0 / 230,93,2017,3.0,7-0,230
841,Lance Thomas,,PF,6-10 / 210,93,2017,3.0,6-10,210
851,Xavier Tillman,,PF,6-8 / 270,93,2017,3.0,6-8,270
861,Sidney Wilson,,SF,6-6 / 170,93,2017,3.0,6-6,170
871,Dhamir Cosby-Roundtree,,PF,6-8 / 215,93,2017,3.0,6-8,215
881,Bourama Sidibe,,PF,6-9 / 220,93,2017,3.0,6-9,220
891,D'Shawn Schwartz,,SF,6-5 / 222,93,2017,3.0,6-5,222
901,Jemarl Baker,,SG,6-4 / 185,93,2017,3.0,6-4,185
911,Mamadou Doucoure,,C,6-9 / 220,93,2017,3.0,6-9,220
921,Brandon Huffman II,,C,6-9 / 250,92,2017,3.0,6-9,250
931,Aamir Simms,,SF,6-8 / 200,92,2017,3.0,6-8,200
941,Ty-Shon Alexander,,SG,6-4 / 190,92,2017,3.0,6-4,190
951,Wabissa Bede,,PG,6-1 / 180,92,2017,3.0,6-1,180
961,Kaleb Wesson,,C,6-9 / 290,92,2017,3.0,6-9,290
971,Kenny Wooten,,PF,6-8 / 205,92,2017,3.0,6-8,205
981,Jay Jay Chandler,,SG,6-4 / 171,92,2017,3.0,6-4,171
991,Jamal Cain,,SF,6-7 / 175,92,2017,3.0,6-7,175
1001,Alex O'Connell,,SG,6-5 / 170,92,2017,3.0,6-5,170
1011,Jordan Poole,,SG,6-4 / 180,92,2017,3.0,6-4,180
1021,Blake Harris,,PG,6-3 / 185,92,2017,3.0,6-3,185
1031,David Beatty,,CG,6-3 / 170,91,2017,3.0,6-3,170
1041,Luka Garza,,C,6-11 / 230,91,2017,3.0,6-11,230
1051,Darryl Morsell,,CG,6-4 / 200,91,2017,3.0,6-4,200
1061,Lavar Batts,,PG,6-2 / 160,91,2017,3.0,6-2,160
1071,Hasahn French,,PF,6-7 / 225,91,2017,3.0,6-7,225
1081,Myles Cale,,SG,6-4 / 185,91,2017,3.0,6-4,185
1091,Saben Lee,,PG,6-1 / 175,91,2017,3.0,6-1,175
1101,Keith Williams,,SG,6-5 / 190,91,2017,3.0,6-5,190
1111,Jacob Epperson,,C,6-11 / 210,91,2017,3.0,6-11,210
1121,Sandro Mamukelashvili,,PF,6-11 / 230,91,2017,3.0,6-11,230
1131,Herbert Jones,,SG,6-7 / 183,91,2017,3.0,6-7,183
1141,Nate Watson,,C,6-8 / 220,91,2017,3.0,6-8,220
1151,Tristan Clark,,PF,6-9 / 230,91,2017,3.0,6-9,230
1161,DeAundrae Ballard,,SF,6-6 / 170,91,2017,3.0,6-6,170
1171,Tyler Bey,,PF,6-8 / 200,91,2017,3.0,6-8,200
1181,Jamorko Pickett,,SF,6-9 / 215,90,2017,3.0,6-9,215
1191,Mayan Kiir,,PF,6-9 / 220,90,2017,3.0,6-9,220
1201,Kevin Samuel,,C,6-10 / 220,90,2017,3.0,6-10,220
1211,Kobe King,,SG,6-3 / 175,90,2017,3.0,6-3,175
1221,Galen Alexander,,SF,6-6 / 215,90,2017,3.0,6-6,215
1231,Alex Barcello,,PG,6-2 / 165,90,2017,3.0,6-2,165
1241,Jack Nunge,,PF,6-9 / 185,90,2017,3.0,6-9,185
1251,Jase Febres,,SG,6-5 / 180,90,2017,3.0,6-5,180
1261,Mitchell Ballock,,SG,6-5 / 185,90,2017,3.0,6-5,185
1271,Kyle Young,,SF,6-6 / 205,90,2017,3.0,6-6,205
1281,Brad Davison,,PG,6-3 / 190,90,2017,3.0,6-3,190
1291,Isaiah Stokes,,PF,6-8 / 270,90,2017,3.0,6-8,270
1301,Devontae Shuler,,SG,6-3 / 180,90,2017,3.0,6-3,180
1311,Davide Moretti,,CG,6-2 / -,90,2017,3.0,6-2,-
1321,Theo John,,PF,6-8 / 210,90,2017,3.0,6-8,210
1331,Terrence Lewis,,SF,6-6 / 195,90,2017,3.0,6-6,195
1341,Jordan Usher,,SG,6-5 / 180,89,2017,3.0,6-5,180
1351,Thomas Allen,,SG,6-2 / 180,89,2017,3.0,6-2,180
1361,Donnie Tillman,,PF,6-7 / 225,89,2017,3.0,6-7,225
1371,Brandon Knapper,,PG,6-0 / 160,89,2017,3.0,6-0,160
1381,Sam Waardenburg,,PF,6-9 / 205,89,2017,3.0,6-9,205
1391,William Douglas,,PG,6-5 / 175,89,2017,3.0,6-5,175
1401,RaiQuan Gray,,PF,6-8 / 240,89,2017,3.0,6-8,240
1411,Ejike Obinna,,C,6-9 / 220,89,2017,3.0,6-9,220
1421,Remy Martin,,PG,5-11 / 170,89,2017,3.0,5-11,170
1431,J.P. Moorman,,SF,6-7 / 205,89,2017,3.0,6-7,205
1441,Chris Smith,,SF,6-8 / 190,89,2017,3.0,6-8,190
1451,Garrison Brooks,,PF,6-9 / 215,89,2017,3.0,6-9,215
1461,Mark Smith,,SG,6-5 / 225,89,2017,3.0,6-5,225
1471,Clifton Moore,,PF,6-10 / 202,89,2017,3.0,6-10,202
1481,Trent Frazier,,PG,6-2 / 170,89,2017,3.0,6-2,170
1491,Aaron Wheeler,,SF,6-8 / 200,89,2017,3.0,6-8,200
1501,Elias Harden,,SG,6-6 / 175,89,2017,3.0,6-6,175
1511,Deng Gak,,C,6-11 / 209,89,2017,3.0,6-11,209
1521,Victor Bailey,,PG,6-3 / 165,89,2017,3.0,6-3,165
1531,Branden Carlson,,PF,6-9 / 200,89,2017,3.0,6-9,200
1541,Darius McNeill,,SG,6-2 / 165,89,2017,3.0,6-2,165
1551,Zack Dawson,,PG,6-4 / 180,89,2017,3.0,6-4,180
1561,David Nickelberry,,SF,6-7 / 205,89,2017,3.0,6-7,205
1571,Christian Popoola,,CG,6-3 / 180,89,2017,3.0,6-3,180
1581,Jamal Johnson,,CG,6-4 / 170,89,2017,3.0,6-4,170
1591,Greg Elliott,,SG,6-3 / 165,89,2017,3.0,6-3,165
1601,Matur Maker,,PF,6-10 / 200,89,2017,3.0,6-10,200
1611,A.J. Oliver,,SG,6-4 / 175,89,2017,3.0,6-4,175
1621,Chase Johnson,,PF,6-8 / 205,89,2017,3.0,6-8,205
1631,R.J. Nembhard,,SG,6-4 / 175,89,2017,3.0,6-4,175
1641,Christian David,,SG,6-5 / 185,89,2017,3.0,6-5,185
1651,Corey Kispert,,SF,6-6 / 190,89,2017,3.0,6-6,190
1661,Malik Ondigo,,C,6-11 / -,89,2017,3.0,6-11,-
1671,Marcus Carr,,PG,6-2 / 170,89,2017,3.0,6-2,170
1681,McKinley Wright,,PG,6-0 / 180,89,2017,3.0,6-0,180
1691,Cheikh Mbacke Diong,,PF,6-10 / 225,89,2017,3.0,6-10,225
1701,Jordan Schakel,,SG,6-5 / 180,89,2017,3.0,6-5,180
1711,Goanar Mar,,PF,6-7 / 190,89,2017,3.0,6-7,190
1721,Nicolas Claxton,,SF,6-9 / 195,89,2017,3.0,6-9,195
1731,Victor Uyaelunmo,,C,7-0 / 210,89,2017,3.0,7-0,210
1741,Andrew Platek,,SG,6-4 / 190,89,2017,3.0,6-4,190
1751,Isaiah Livers,,PF,6-8 / 220,89,2017,3.0,6-8,220
1761,Al Durham,,PG,6-4 / 175,89,2017,3.0,6-4,175
1771,Zach Kent,,C,6-10 / 235,89,2017,3.0,6-10,235
1781,Jose Alvarado,,PG,6-0 / 160,89,2017,3.0,6-0,160
1791,Jordan Walker,,PG,5-10 / 160,89,2017,3.0,5-10,160
1801,Khalil Garland,,SG,6-6 / 195,89,2017,3.0,6-6,195
1811,Nate Pierre-Louis,,PG,6-3 / 175,89,2017,3.0,6-3,175
1821,Eli Brooks,,PG,6-1 / 170,89,2017,3.0,6-1,170
1831,LiAngelo Ball,,SG,6-5 / 220,89,2017,3.0,6-5,220
1841,Sean Mobley,,PF,6-9 / 225,89,2017,3.0,6-9,225
1851,Chris Duarte,,SG,6-5 / 175,88,2017,3.0,6-5,175
1861,Tyler Polley,,PF,6-7 / 190,88,2017,3.0,6-7,190
1871,Fatts Russell,,PG,5-10 / 150,88,2017,3.0,5-10,150
1881,Juhwan Harris-Dyson,,SG,6-4 / 190,88,2017,3.0,6-4,190
1891,Aaron Thompson,,PG,6-1 / 160,88,2017,3.0,6-1,160
1901,Malik William,,PF,6-8 / 200,88,2017,3.0,6-8,200
1911,Marco Anthony,,CG,6-6 / 220,88,2017,3.0,6-6,220
1921,Brady Manek,,PF,6-7 / 205,88,2017,3.0,6-7,205
1931,Jerald Butler,,PG,6-4 / 210,88,2017,3.0,6-4,210
1941,Evan Battey,,PF,6-6 / 280,88,2017,3.0,6-6,280
1951,Teddy Allen,,SG,6-5 / 215,88,2017,3.0,6-5,215
1961,Abu Kigab,,SF,6-7 / 190,88,2017,3.0,6-7,190
1971,Anthony Polite,,SG,6-6 / 210,88,2017,3.0,6-6,210
1981,Dajour Dickens,,C,7-0 / 205,88,2017,3.0,7-0,205
1991,C.J. Roberts,,PG,6-2 / 178,88,2017,3.0,6-2,178
2001,Cooper Neese,,PG,6-3 / 170,88,2017,3.0,6-3,170
2011,Jared Ridder,,SF,6-5 / 180,88,2017,3.0,6-5,180
2021,Royce Hamm,,PF,6-8 / 214,88,2017,3.0,6-8,214
2031,Mike Okauru,,PG,6-3 / 180,88,2017,3.0,6-3,180
2041,Boubacar Diakite,,SF,6-8 / 185,88,2017,3.0,6-8,185
2051,Justice Sueing,,PF,6-7 / 205,88,2017,3.0,6-7,205
2061,Curtis Hollis,,SF,6-5 / 180,88,2017,3.0,6-5,180
2071,Alonzo Verge Jr.,,PG,6-3 / 160,87,2017,3.0,6-3,160
2081,Alfred Hollins,,SF,6-6 / 185,87,2017,3.0,6-6,185
2091,Melo Eggleston,,SF,6-8.5 / 180,87,2017,3.0,6-8.5,180
2101,Da'Monte Williams,,PG,6-2 / 180,87,2017,3.0,6-2,180
2111,Shamiel Stevenson,,SF,6-6 / 230,87,2017,3.0,6-6,230
2121,Elijah Landrum,,PG,6-0 / 170,87,2017,3.0,6-0,170
2131,Walter Whyte,,SF,6-5 / 180,87,2017,3.0,6-5,180
2141,KeyShawn Feazell,,PF,6-9 / 225,87,2017,3.0,6-9,225
2151,Wyatt Wilkes,,PF,6-7 / 200,87,2017,3.0,6-7,200
2161,Parker Stewart,,SG,6-5 / 185,87,2017,3.0,6-5,185
2171,Matt Turner,,CG,6-4 / 170,87,2017,3.0,6-4,170
2181,Josh Carlton,,C,6-9 / 200,87,2017,3.0,6-9,200
2191,Chris Yannick Sodom,,C,7-3 / 225,87,2017,3.0,7-3,225
2201,Sterling Manley,,PF,6-10 / 230,87,2017,3.0,6-10,230
2211,Maxwell Evans,,CG,6-2 / 165,87,2017,3.0,6-2,165
2221,Zhaire Smith,,SG,6-5 / 180,87,2017,3.0,6-5,180
2231,Jordan Davis,,SG,6-4 / 180,87,2017,3.0,6-4,180
2241,Jahvon Blair,,SG,6-3 / 170,87,2017,3.0,6-3,170
2251,Marcus Santos-Silva,,PF,6-7 / 265,87,2017,3.0,6-7,265
2262,Mamoudou Diarra,,SF,6-9 / 205,87,2017,3.0,6-9,205
2272,Jatrious Smith,,SF,6-4 / 190,87,2017,3.0,6-4,190
2282,Adam Seiko,,SG,6-0 / 175,87,2017,3.0,6-0,175
2292,Justyn Hamilton,,PF,6-10 / 190,87,2017,3.0,6-10,190
2302,Amauri Hardy,,PG,6-1 / 175,87,2017,3.0,6-1,175
2312,Jamir Moultrie,,PG,6-1 / 165,87,2017,3.0,6-1,165
2322,Geo Baker,,CG,6-2 / -,87,2017,3.0,6-2,-
2332,Paul Reed,,SF,6-5 / 170,87,2017,3.0,6-5,170
2342,Ethan Chargois,,PF,6-7 / 225,87,2017,3.0,6-7,225
2352,Nana Akenten,,SG,6-6 / 200,87,2017,3.0,6-6,200
2362,Damari Milstead,,PG,6-1 / 160,87,2017,3.0,6-1,160
2372,Galin Smith,,C,6-9.5 / 220,87,2017,3.0,6-9.5,220
2382,Connor McCaffery,,SF,6-4 / 175,87,2017,3.0,6-4,175
2392,Jhivvan Jackson,,PG,5-10 / 160,87,2017,3.0,5-10,160
2402,Derrick Walker,,PF,6-8 / 255,87,2017,3.0,6-8,255
2412,Hannes Polla,,C,6-11 / 265,87,2017,3.0,6-11,265
2422,Cameron Mack,,PG,6-3 / 165,87,2017,3.0,6-3,165
2432,Clyde Trapp,,SG,6-5 / 188,87,2017,3.0,6-5,188
2442,Roberto Gittens,,SF,6-5 / 200,87,2017,3.0,6-5,200
2452,PJ Horne,,PF,6-6 / 220,87,2017,3.0,6-6,220
2462,Curtis Haywood II,,SG,6-4 / 187,87,2017,3.0,6-4,187
2472,Jaylen Butz,,PF,6-9 / 205,87,2017,3.0,6-9,205
1,RJ Barrett,,SG,6-7 / 200,100,2018,5.0,6-7,200
2,Nassir Little,,SF,6-7 / 205,100,2018,5.0,6-7,205
3,Cam Reddish,,SF,6-7 / 211,99,2018,5.0,6-7,211
4,Bol Bol,,C,7-2 / 230,99,2018,5.0,7-2,230
5,Romeo Langford,,SG,6-6 / 215,99,2018,5.0,6-6,215
6,EJ Montgomery,,PF,6-10 / 200,99,2018,5.0,6-10,200
7,Zion Williamson,,PF,6-6 / 275,99,2018,5.0,6-6,275
8,Simisola Shittu,,PF,6-9 / 220,99,2018,5.0,6-9,220
9,Charles Bassey,,C,6-10 / 220,99,2018,5.0,6-10,220
10,Anfernee Simons,,CG,6-4 / 170,99,2018,5.0,6-4,170
11,Darius Garland,,PG,6-3 / 170,99,2018,5.0,6-3,170
12,Ashton Hagans,,PG,6-4 / 185,99,2018,5.0,6-4,185
13,Quentin Grimes,,CG,6-5 / 200,99,2018,5.0,6-5,200
14,Tre Jones,,PG,6-2 / 175,99,2018,5.0,6-2,175
15,Jalen Smith,,C,6-10 / 195,98,2018,5.0,6-10,195
16,Jordan Brown,,PF,6-10 / 195,98,2018,5.0,6-10,195
17,Jaylen Hoard,,SF,6-8 / 195,98,2018,5.0,6-8,195
18,Keldon Johnson,,SF,6-6 / 216,98,2018,5.0,6-6,216
19,Immanuel Quickley,,PG,6-3 / 175,98,2018,5.0,6-3,175
20,Andrew Nembhard,,PG,6-4 / 185,98,2018,5.0,6-4,185
21,Devon Dotson,,PG,6-2 / 180,98,2018,5.0,6-2,180
22,Naz Reid,,PF,6-9 / 220,98,2018,5.0,6-9,220
23,Darius Bazley,,SF,6-9 / 200,98,2018,5.0,6-9,200
24,Louis King,,SF,6-8 / 195,98,2018,5.0,6-8,195
25,Brandon Williams,,PG,6-2 / 185,98,2018,5.0,6-2,185
26,Coby White,,SG,6-5 / 170,98,2018,5.0,6-5,170
27,Kevin Porter Jr.,,SG,6-5 / 210,98,2018,5.0,6-5,210
28,Jahvon Quinerly,,PG,6-0 / 170,98,2018,5.0,6-0,170
29,Taeshon Cherry,,SF,6-8 / 210,98,2018,5.0,6-8,210
30,Ayo Dosunmu,,CG,6-4 / 172,98,2018,5.0,6-4,172
31,Emmitt Williams,,PF,6-7 / 215,98,2018,5.0,6-7,215
32,Moses Brown,,C,7-0 / 210,97,2018,4.0,7-0,210
33,Luguentz Dort,,SG,6-4 / 200,97,2018,4.0,6-4,200
34,Courtney Ramey,,PG,6-3 / 170,97,2018,4.0,6-3,170
35,Reggie Perry,,PF,6-9 / 200,97,2018,4.0,6-9,200
36,Javonte Smart,,CG,6-4 / 185,97,2018,4.0,6-4,185
37,Daniel Oturu,,C,6-10 / 220,97,2018,4.0,6-10,220
38,Tyler Herro,,SG,6-5 / 195,97,2018,4.0,6-5,195
39,Kira Lewis,,PG,6-3 / 160,97,2018,4.0,6-3,160
40,David McCormack,,C,6-9 / 255,97,2018,4.0,6-9,255
41,Gerald Liddell,,SF,6-6 / 180,97,2018,4.0,6-6,180
42,Ignas Brazdeikis,,SF,6-8 / 220,97,2018,4.0,6-8,220
43,Joey Baker,,SF,6-7 / 190,97,2018,4.0,6-7,190
44,Elijah Weaver,,CG,6-4 / 195,96,2018,4.0,6-4,195
45,A.J. Reeves,,SG,6-5 / 180,96,2018,4.0,6-5,180
46,Aaron Nesmith,,SG,6-5 / 190,96,2018,4.0,6-5,190
47,Aaron Wiggins,,SG,6-6 / 180,96,2018,4.0,6-6,180
48,Brandon Slater,,SF,6-6 / 180,96,2018,4.0,6-6,180
49,A.J. Lawson,,CG,6-6 / 160,96,2018,4.0,6-6,160
50,Joey Hauser,,PF,6-8 / 210,96,2018,4.0,6-8,210
51,Jerome Hunter,,PF,6-7 / 214,96,2018,4.0,6-7,214
52,Shareef O'Neal,,PF,6-9 / 205,96,2018,4.0,6-9,205
53,Kamaka Hepa,,PF,6-9 / 210,96,2018,4.0,6-9,210
54,Francis Okoro,,C,6-9 / 225,96,2018,4.0,6-9,225
55,Joe Wieskamp,,SG,6-4 / 170,95,2018,4.0,6-4,170
56,Robert Woodard,,SF,6-6 / 220,95,2018,4.0,6-6,220
57,David Duke,,CG,6-3 / 175,95,2018,4.0,6-3,175
58,Cole Swider,,PF,6-7 / 210,95,2018,4.0,6-7,210
59,Will Richardson,,SG,6-4 / 170,95,2018,4.0,6-4,170
60,Michael Devoe,,PG,6-4 / 175,95,2018,4.0,6-4,175
61,Cormac Ryan,,CG,6-5 / 175,95,2018,4.0,6-5,175
62,Elias Valtonen,,SG,6-6 / 195,95,2018,4.0,6-6,195
63,Jules Bernard,,SG,6-6 / 190,95,2018,4.0,6-6,190
64,Khavon Moore,,SF,6-8 / 187,94,2018,4.0,6-8,187
65,Talen Horton-Tucker,,SF,6-5 / 210,94,2018,4.0,6-5,210
66,David Singleton,,SG,6-5 / 205,94,2018,4.0,6-5,205
67,Devonaire Doutrive,,SG,6-5 / 175,94,2018,4.0,6-5,175
68,Landers Nolley,,SF,6-7 / 195,94,2018,4.0,6-7,195
69,Miles Norris,,PF,6-10 / 190,94,2018,4.0,6-10,190
70,Darius Days,,PF,6-7 / 218,94,2018,4.0,6-7,218
71,Eric Ayala,,CG,6-5 / 180,94,2018,4.0,6-5,180
72,Noah Kirkwood,,CG,6-7 / 210,94,2018,4.0,6-7,210
73,Filip Petrusev,,C,6-10 / 215,94,2018,4.0,6-10,215
74,Jairus Hamilton,,SF,6-8 / 210,94,2018,4.0,6-8,210
75,Marcus Bingham Jr.,,PF,6-10 / 195,94,2018,4.0,6-10,195
76,Prentiss Hubb,,SG,6-2 / 160,93,2018,3.0,6-2,160
77,Jermaine Harris,,C,6-8 / 200,93,2018,3.0,6-8,200
78,Nate Laszewski,,PF,6-10 / 190,93,2018,3.0,6-10,190
79,Carte'Are Gordon,,C,6-8 / 245,93,2018,3.0,6-8,245
80,AJ Green,,PG,6-3 / 175,93,2018,3.0,6-3,175
81,Jalen Carey,,CG,6-3 / 170,93,2018,3.0,6-3,170
82,Keyontae Johnson,,SF,6-5 / 190,93,2018,3.0,6-5,190
83,Jaiden Delaire,,PF,6-8 / 210,93,2018,3.0,6-8,210
84,Leaky Black,,SF,6-7 / 175,93,2018,3.0,6-7,175
85,Matt Bradley,,SF,6-4 / 190,93,2018,3.0,6-4,190
86,Miller Kopp,,SF,6-6 / 200,93,2018,3.0,6-6,200
87,Tyger Campbell,,PG,6-0 / 165,93,2018,3.0,6-0,165
88,Jared Butler,,PG,6-2 / 180,93,2018,3.0,6-2,180
89,Myreon Jones,,CG,6-3 / 170,93,2018,3.0,6-3,170
90,Robby Carmody,,SG,6-4 / 185,93,2018,3.0,6-4,185
91,Colin Castleton,,C,6-10 / 215,93,2018,3.0,6-10,215
92,Matthew Mayer,,SF,6-7 / 190,92,2018,3.0,6-7,190
93,J'Raan Brooks,,PF,6-8 / 215,92,2018,3.0,6-8,215
94,Samson Froling,,PF,6-11 / 225,92,2018,3.0,6-11,225
95,Matthias Tass,,C,6-10 / 220,92,2018,3.0,6-10,220
96,Derek Culver,,C,6-8 / 205,92,2018,3.0,6-8,205
97,Brandon Johns,,PF,6-8 / 206,92,2018,3.0,6-8,206
98,Josh LeBlanc,,PF,6-7 / 213,92,2018,3.0,6-7,213
99,Kaden Archie,,SF,6-6 / 200,92,2018,3.0,6-6,200
100,Damezi Anderson,,SF,6-7 / 215,92,2018,3.0,6-7,215
101,Timmy Allen,,SF,6-6 / 200,92,2018,3.0,6-6,200
102,Tevian Jones,,SF,6-6 / 200,91,2018,3.0,6-6,200
103,Zion Griffin,,SF,6-6 / 208,91,2018,3.0,6-6,208
104,Dalano Banton,,PG,6-6 / 185,91,2018,3.0,6-6,185
105,Bryce Hamilton,,SG,6-4 / 170,91,2018,3.0,6-4,170
106,Luther Muhammad,,SG,6-4 / 185,91,2018,3.0,6-4,185
107,Noah Locke,,SG,6-2 / 160,91,2018,3.0,6-2,160
108,Saddiq Bey,,SF,6-7 / 195,91,2018,3.0,6-7,195
109,Trey McGowens,,CG,6-3 / 175,91,2018,3.0,6-3,175
110,Aaron Henry,,SF,6-5 / 200,91,2018,3.0,6-5,200
111,Isaiah Mucius,,SF,6-8 / 190,91,2018,3.0,6-8,190
112,Montez Mathis,,SG,6-4 / 190,91,2018,3.0,6-4,190
113,Ian Steere,,C,6-9 / 261,91,2018,3.0,6-9,261
114,Manny Bates,,C,6-9 / 195,91,2018,3.0,6-9,195
115,Bryce Wills,,SG,6-5 / 170,91,2018,3.0,6-5,170
116,Nate Hinton,,SG,6-6 / 198,91,2018,3.0,6-6,198
117,Jaelin Llewellyn,,PG,6-2 / 160,91,2018,3.0,6-2,160
118,Robert Phinisee,,PG,6-1 / 182,91,2018,3.0,6-1,182
119,James Akinjo,,PG,6-0 / 160,91,2018,3.0,6-0,160
120,Uros Plavsic,,C,7-1 / 240,91,2018,3.0,7-1,240
121,Marcus Zegarowski,,CG,6-1 / 165,90,2018,3.0,6-1,165
122,Amanze Ngumezi,,PF,6-9 / 235,90,2018,3.0,6-9,235
123,Jericole Hellems,,SF,6-6 / 190,90,2018,3.0,6-6,190
124,Antwann Jones,,SG,6-6 / 210,90,2018,3.0,6-6,210
125,Jared Rhoden,,SG,6-6 / 190,90,2018,3.0,6-6,190
126,Dane Goodwin,,SG,6-4 / 187,90,2018,3.0,6-4,187
127,Keyshawn Embery,,PG,6-3 / 175,90,2018,3.0,6-3,175
128,Tyler Harris,,PG,5-9 / 150,90,2018,3.0,5-9,150
129,Jaxson Hayes,,PF,6-10 / 195,90,2018,3.0,6-10,195
130,Jimmy Nichols,,PF,6-8 / 205,90,2018,3.0,6-8,205
131,Jamal Bieniemy,,PG,6-3 / 170,90,2018,3.0,6-3,170
132,Gabe Kalscheur,,SG,6-4 / 180,90,2018,3.0,6-4,180
133,Dwayne Cohill,,CG,6-2 / 170,90,2018,3.0,6-2,170
134,Pete Nance,,PF,6-8 / 180,90,2018,3.0,6-8,180
135,Jake Walter,,C,7-0 / 270,90,2018,3.0,7-0,270
136,Tyrese Martin,,SF,6-6 / 180,90,2018,3.0,6-6,180
137,Jacobi Gordon,,SF,6-6 / 205,90,2018,3.0,6-6,205
138,Gabe Brown,,SF,6-8.5 / 185,90,2018,3.0,6-8.5,185
139,Nelson Phillips,,SG,6-5 / 175,90,2018,3.0,6-5,175
140,Jake Forrester,,PF,6-8 / 218,90,2018,3.0,6-8,218
141,Eric Hunter,,SG,6-3 / 165,90,2018,3.0,6-3,165
142,Jeenathan Williams,,SG,6-5 / 190,90,2018,3.0,6-5,190
143,Logan Johnson,,PG,6-2 / 170,90,2018,3.0,6-2,170
144,Feron Hunt,,SF,6-7 / 190,90,2018,3.0,6-7,190
145,Jamal Bey,,SF,6-6 / 200,90,2018,3.0,6-6,200
146,Omar Thielemans,,SF,6-7 / 200,90,2018,3.0,6-7,200
147,Elijah Hardy,,PG,6-2 / 170,90,2018,3.0,6-2,170
148,Francisco Caffaro,,C,7-0 / 215,90,2018,3.0,7-0,215
149,Both Gach,,SF,6-7 / 190,90,2018,3.0,6-7,190
150,Luis Rodriguez,,SF,6-6 / 200,90,2018,3.0,6-6,200
